id,nombre,marca,categorias,precio,costo,stock,stock_minimo,destacado,novedad,oferta,imagen,descripcion,variantes
piedra-alumbre,Piedra de Alumbre,Suspiros del Alma,Bienestar|Novedades,,,0,3,SI,SI,NO,,Desodorante mineral de uso externo.,Presentación a definir
